Q1,Q2,Q3,Q4,Class
497,382,512,483,FLAMMABLE_GAS
497,382,511,483,FLAMMABLE_GAS
498,384,511,484,FLAMMABLE_GAS
496,383,508,484,FLAMMABLE_GAS
497,382,508,483,FLAMMABLE_GAS
497,381,508,483,FLAMMABLE_GAS
497,381,507,481,FLAMMABLE_GAS
494,379,505,480,FLAMMABLE_GAS
494,378,505,479,FLAMMABLE_GAS
494,378,503,478,FLAMMABLE_GAS
494,378,503,478,FLAMMABLE_GAS
494,379,502,478,FLAMMABLE_GAS
495,380,502,479,FLAMMABLE_GAS
495,380,501,480,FLAMMABLE_GAS
495,379,501,480,FLAMMABLE_GAS
494,378,500,478,FLAMMABLE_GAS
492,376,498,475,FLAMMABLE_GAS
490,374,497,474,FLAMMABLE_GAS
489,374,496,475,FLAMMABLE_GAS
489,375,496,477,FLAMMABLE_GAS
490,375,496,478,FLAMMABLE_GAS
490,376,495,478,FLAMMABLE_GAS
491,376,495,478,FLAMMABLE_GAS
491,375,494,476,FLAMMABLE_GAS
490,374,492,474,FLAMMABLE_GAS
488,372,491,473,FLAMMABLE_GAS
488,373,491,475,FLAMMABLE_GAS
489,374,491,473,FLAMMABLE_GAS
488,372,489,472,FLAMMABLE_GAS
488,371,489,471,FLAMMABLE_GAS
489,371,488,469,FLAMMABLE_GAS
488,370,486,468,FLAMMABLE_GAS
487,369,486,469,FLAMMABLE_GAS
486,370,486,470,FLAMMABLE_GAS
485,369,485,470,FLAMMABLE_GAS
484,368,484,469,FLAMMABLE_GAS
483,367,483,469,FLAMMABLE_GAS
481,367,483,470,FLAMMABLE_GAS
481,367,482,470,FLAMMABLE_GAS
482,367,481,469,FLAMMABLE_GAS
481,366,480,467,FLAMMABLE_GAS
481,366,480,468,FLAMMABLE_GAS
481,367,480,468,FLAMMABLE_GAS
482,367,479,468,FLAMMABLE_GAS
483,368,479,467,FLAMMABLE_GAS
482,367,478,467,FLAMMABLE_GAS
482,366,477,467,FLAMMABLE_GAS
481,366,477,466,FLAMMABLE_GAS
481,365,476,465,FLAMMABLE_GAS
481,365,475,465,FLAMMABLE_GAS
480,363,475,463,FLAMMABLE_GAS
479,362,474,463,FLAMMABLE_GAS
477,361,473,462,FLAMMABLE_GAS
476,361,472,463,FLAMMABLE_GAS
476,362,472,464,FLAMMABLE_GAS
477,362,471,464,FLAMMABLE_GAS
477,362,470,462,FLAMMABLE_GAS
477,360,469,460,FLAMMABLE_GAS
475,357,468,456,FLAMMABLE_GAS
471,355,467,454,FLAMMABLE_GAS
470,354,466,456,FLAMMABLE_GAS
469,354,464,456,FLAMMABLE_GAS
469,354,463,456,FLAMMABLE_GAS
469,355,462,457,FLAMMABLE_GAS
470,355,461,458,FLAMMABLE_GAS
470,355,461,457,FLAMMABLE_GAS
469,354,460,455,FLAMMABLE_GAS
468,353,459,454,FLAMMABLE_GAS
468,352,458,453,FLAMMABLE_GAS
468,351,457,451,FLAMMABLE_GAS
467,350,456,451,FLAMMABLE_GAS
466,350,455,451,FLAMMABLE_GAS
467,351,455,451,FLAMMABLE_GAS
467,351,454,453,FLAMMABLE_GAS
467,353,454,454,FLAMMABLE_GAS
467,353,453,456,FLAMMABLE_GAS
468,354,453,457,FLAMMABLE_GAS
468,354,452,456,FLAMMABLE_GAS
469,353,452,455,FLAMMABLE_GAS
468,352,451,453,FLAMMABLE_GAS
467,349,450,451,FLAMMABLE_GAS
465,348,450,449,FLAMMABLE_GAS
463,346,449,446,FLAMMABLE_GAS
461,344,448,446,FLAMMABLE_GAS
459,343,447,447,FLAMMABLE_GAS
458,343,446,447,FLAMMABLE_GAS
457,343,445,447,FLAMMABLE_GAS
458,344,444,449,FLAMMABLE_GAS
459,344,444,448,FLAMMABLE_GAS
460,345,443,447,FLAMMABLE_GAS
460,344,442,446,FLAMMABLE_GAS
460,344,441,445,FLAMMABLE_GAS
460,343,441,445,FLAMMABLE_GAS
460,344,441,445,FLAMMABLE_GAS
459,343,440,445,FLAMMABLE_GAS
459,343,440,446,FLAMMABLE_GAS
460,345,440,447,FLAMMABLE_GAS
460,344,439,445,FLAMMABLE_GAS
460,343,438,444,FLAMMABLE_GAS
459,342,438,443,FLAMMABLE_GAS
459,342,437,442,FLAMMABLE_GAS
458,341,437,441,FLAMMABLE_GAS
459,341,436,440,FLAMMABLE_GAS
459,341,436,441,FLAMMABLE_GAS
457,341,434,442,FLAMMABLE_GAS
457,340,434,443,FLAMMABLE_GAS
457,339,433,441,FLAMMABLE_GAS
456,338,433,439,FLAMMABLE_GAS
455,337,431,438,FLAMMABLE_GAS
454,336,431,437,FLAMMABLE_GAS
452,335,430,437,FLAMMABLE_GAS
451,334,429,437,FLAMMABLE_GAS
450,334,428,437,FLAMMABLE_GAS
450,334,427,436,FLAMMABLE_GAS
450,334,427,436,FLAMMABLE_GAS
451,335,427,437,FLAMMABLE_GAS
451,335,426,438,FLAMMABLE_GAS
452,336,426,439,FLAMMABLE_GAS
452,336,425,439,FLAMMABLE_GAS
452,336,425,439,FLAMMABLE_GAS
451,336,424,438,FLAMMABLE_GAS
451,335,424,440,FLAMMABLE_GAS
450,337,424,441,FLAMMABLE_GAS
451,337,424,442,FLAMMABLE_GAS
452,337,423,442,FLAMMABLE_GAS
452,336,423,441,FLAMMABLE_GAS
451,336,422,439,FLAMMABLE_GAS
451,334,422,437,FLAMMABLE_GAS
449,331,421,433,FLAMMABLE_GAS
447,329,420,431,FLAMMABLE_GAS
446,328,419,429,FLAMMABLE_GAS
445,327,418,428,FLAMMABLE_GAS
444,327,417,428,FLAMMABLE_GAS
444,327,417,429,FLAMMABLE_GAS
443,326,415,429,FLAMMABLE_GAS
441,325,414,429,FLAMMABLE_GAS
439,324,413,429,FLAMMABLE_GAS
439,324,413,429,FLAMMABLE_GAS
440,325,413,430,FLAMMABLE_GAS
441,326,412,431,FLAMMABLE_GAS
441,327,412,431,FLAMMABLE_GAS
441,327,412,432,FLAMMABLE_GAS
441,326,411,432,FLAMMABLE_GAS
368,264,292,427,CO2/SMOKE
374,273,301,443,CO2/SMOKE
379,282,308,459,CO2/SMOKE
384,290,315,473,CO2/SMOKE
390,296,323,481,CO2/SMOKE
394,303,331,491,CO2/SMOKE
399,308,338,499,CO2/SMOKE
403,312,343,504,CO2/SMOKE
403,313,349,509,CO2/SMOKE
405,315,353,513,CO2/SMOKE
406,316,357,516,CO2/SMOKE
407,318,361,519,CO2/SMOKE
408,319,365,522,CO2/SMOKE
409,321,368,525,CO2/SMOKE
410,322,373,529,CO2/SMOKE
410,322,374,529,CO2/SMOKE
411,322,377,530,CO2/SMOKE
412,322,379,530,CO2/SMOKE
413,324,383,531,CO2/SMOKE
414,324,386,533,CO2/SMOKE
415,325,388,533,CO2/SMOKE
417,326,390,531,CO2/SMOKE
417,326,393,533,CO2/SMOKE
418,328,395,535,CO2/SMOKE
419,327,397,535,CO2/SMOKE
420,329,399,537,CO2/SMOKE
420,330,402,539,CO2/SMOKE
421,331,405,540,CO2/SMOKE
422,331,407,540,CO2/SMOKE
422,331,409,539,CO2/SMOKE
421,329,410,537,CO2/SMOKE
421,328,411,537,CO2/SMOKE
421,330,413,537,CO2/SMOKE
421,329,414,539,CO2/SMOKE
423,330,415,539,CO2/SMOKE
423,331,417,539,CO2/SMOKE
423,331,418,539,CO2/SMOKE
425,331,419,537,CO2/SMOKE
424,329,421,537,CO2/SMOKE
425,330,421,536,CO2/SMOKE
426,333,423,540,CO2/SMOKE
428,336,425,545,CO2/SMOKE
431,342,429,552,CO2/SMOKE
433,343,431,556,CO2/SMOKE
434,346,433,560,CO2/SMOKE
436,349,436,564,CO2/SMOKE
438,349,438,565,CO2/SMOKE
440,351,442,566,CO2/SMOKE
441,354,445,572,CO2/SMOKE
443,356,448,575,CO2/SMOKE
445,360,453,580,CO2/SMOKE
447,362,455,584,CO2/SMOKE
450,366,459,587,CO2/SMOKE
450,366,462,589,CO2/SMOKE
451,367,465,589,CO2/SMOKE
451,367,466,590,CO2/SMOKE
452,367,468,591,CO2/SMOKE
452,368,470,593,CO2/SMOKE
453,368,472,592,CO2/SMOKE
452,367,474,592,CO2/SMOKE
453,369,475,592,CO2/SMOKE
453,369,477,593,CO2/SMOKE
454,370,478,593,CO2/SMOKE
454,371,479,596,CO2/SMOKE
456,373,481,598,CO2/SMOKE
456,373,482,598,CO2/SMOKE
458,376,484,601,CO2/SMOKE
462,379,487,600,CO2/SMOKE
460,378,487,603,CO2/SMOKE
463,381,490,605,CO2/SMOKE
465,383,493,607,CO2/SMOKE
467,386,496,609,CO2/SMOKE
469,388,498,612,CO2/SMOKE
471,391,502,615,CO2/SMOKE
475,393,504,618,CO2/SMOKE
476,395,507,620,CO2/SMOKE
478,397,509,621,CO2/SMOKE
479,398,512,623,CO2/SMOKE
481,401,515,627,CO2/SMOKE
483,405,517,630,CO2/SMOKE
485,408,521,634,CO2/SMOKE
488,411,524,636,CO2/SMOKE
489,412,525,637,CO2/SMOKE
489,413,527,638,CO2/SMOKE
491,414,528,637,CO2/SMOKE
491,414,530,637,CO2/SMOKE
492,414,532,636,CO2/SMOKE
492,415,532,636,CO2/SMOKE
492,415,533,636,CO2/SMOKE
493,416,534,636,CO2/SMOKE
494,417,535,637,CO2/SMOKE
495,417,536,636,CO2/SMOKE
495,417,536,635,CO2/SMOKE
495,416,536,634,CO2/SMOKE
494,415,537,633,CO2/SMOKE
492,413,537,630,CO2/SMOKE
492,412,536,630,CO2/SMOKE
491,413,537,631,CO2/SMOKE
491,413,536,631,CO2/SMOKE
491,414,537,631,CO2/SMOKE
491,413,537,630,CO2/SMOKE
490,413,536,631,CO2/SMOKE
490,413,536,630,CO2/SMOKE
490,413,536,629,CO2/SMOKE
489,411,535,627,CO2/SMOKE
488,410,534,626,CO2/SMOKE
488,409,534,626,CO2/SMOKE
486,408,533,625,CO2/SMOKE
486,407,533,623,CO2/SMOKE
484,405,531,622,CO2/SMOKE
483,404,530,620,CO2/SMOKE
483,404,530,620,CO2/SMOKE
482,402,528,617,CO2/SMOKE
480,399,527,614,CO2/SMOKE
478,397,527,612,CO2/SMOKE
477,395,525,609,CO2/SMOKE
475,394,523,610,CO2/SMOKE
475,395,522,611,CO2/SMOKE
474,395,521,610,CO2/SMOKE
474,394,521,610,CO2/SMOKE
473,394,520,609,CO2/SMOKE
473,393,519,608,CO2/SMOKE
472,392,518,608,CO2/SMOKE
471,391,517,607,CO2/SMOKE
471,391,516,607,CO2/SMOKE
470,390,516,605,CO2/SMOKE
469,389,514,603,CO2/SMOKE
467,387,513,601,CO2/SMOKE
466,385,511,599,CO2/SMOKE
465,385,510,598,CO2/SMOKE
465,384,509,597,CO2/SMOKE
465,383,509,596,CO2/SMOKE
464,382,508,594,CO2/SMOKE
462,379,506,590,CO2/SMOKE
460,376,504,588,CO2/SMOKE
458,376,503,590,CO2/SMOKE
458,376,501,589,CO2/SMOKE
456,373,500,585,CO2/SMOKE
455,372,499,584,CO2/SMOKE
453,370,497,582,CO2/SMOKE
451,367,495,578,CO2/SMOKE
449,365,493,576,CO2/SMOKE
449,365,492,575,CO2/SMOKE
448,363,490,575,CO2/SMOKE
448,364,489,575,CO2/SMOKE
448,365,489,575,CO2/SMOKE
448,365,488,575,CO2/SMOKE
449,365,487,576,CO2/SMOKE
449,366,487,576,CO2/SMOKE
449,366,486,576,CO2/SMOKE
448,365,485,576,CO2/SMOKE
448,364,485,574,CO2/SMOKE
447,362,484,572,CO2/SMOKE
445,360,483,570,CO2/SMOKE
444,359,482,569,CO2/SMOKE
442,358,480,567,CO2/SMOKE
441,356,479,566,CO2/SMOKE
439,354,477,565,CO2/SMOKE
438,354,476,565,CO2/SMOKE
438,353,476,565,CO2/SMOKE
438,354,476,565,CO2/SMOKE
438,354,475,565,CO2/SMOKE
438,353,474,565,CO2/SMOKE
438,353,473,565,CO2/SMOKE
438,353,473,564,CO2/SMOKE
437,353,472,564,CO2/SMOKE
438,353,472,563,CO2/SMOKE
437,352,470,562,CO2/SMOKE
437,352,470,562,CO2/SMOKE
436,352,469,562,CO2/SMOKE
436,351,469,561,CO2/SMOKE
436,351,469,562,CO2/SMOKE
436,352,468,562,CO2/SMOKE
437,352,468,562,CO2/SMOKE
437,352,468,562,CO2/SMOKE
437,353,468,562,CO2/SMOKE
437,352,467,561,CO2/SMOKE
437,352,467,561,CO2/SMOKE
438,353,467,562,CO2/SMOKE
437,353,466,562,CO2/SMOKE
437,352,466,561,CO2/SMOKE
436,352,466,560,CO2/SMOKE
436,352,466,561,CO2/SMOKE
435,351,465,561,CO2/SMOKE
436,351,465,561,CO2/SMOKE
435,351,465,560,CO2/SMOKE
434,350,464,559,CO2/SMOKE
433,348,463,557,CO2/SMOKE
433,347,463,555,CO2/SMOKE
432,347,463,555,CO2/SMOKE
432,346,462,553,CO2/SMOKE
431,345,461,552,CO2/SMOKE
431,345,461,551,CO2/SMOKE
431,344,460,550,CO2/SMOKE
430,343,460,549,CO2/SMOKE
429,342,459,549,CO2/SMOKE
428,342,458,548,CO2/SMOKE
428,340,456,547,CO2/SMOKE
426,339,455,545,CO2/SMOKE
426,339,455,544,CO2/SMOKE
425,338,454,543,CO2/SMOKE
424,336,452,542,CO2/SMOKE
424,336,451,541,CO2/SMOKE
423,335,450,540,CO2/SMOKE
422,334,449,539,CO2/SMOKE
422,335,448,539,CO2/SMOKE
422,335,448,539,CO2/SMOKE
422,335,448,539,CO2/SMOKE
423,335,447,540,CO2/SMOKE
422,335,447,540,CO2/SMOKE
422,335,446,541,CO2/SMOKE
423,336,446,541,CO2/SMOKE
422,335,446,541,CO2/SMOKE
422,335,446,540,CO2/SMOKE
421,334,445,540,CO2/SMOKE
421,333,445,539,CO2/SMOKE
421,333,444,538,CO2/SMOKE
421,333,444,538,CO2/SMOKE
420,332,443,536,CO2/SMOKE
420,332,443,536,CO2/SMOKE
420,332,443,537,CO2/SMOKE
421,332,442,536,CO2/SMOKE
421,333,443,536,CO2/SMOKE
421,333,443,536,CO2/SMOKE
420,332,442,536,CO2/SMOKE
420,332,441,536,CO2/SMOKE
419,332,441,535,CO2/SMOKE
419,330,440,533,CO2/SMOKE
418,330,440,533,CO2/SMOKE
417,330,440,534,CO2/SMOKE
418,329,439,532,CO2/SMOKE
416,328,439,533,CO2/SMOKE
417,329,438,532,CO2/SMOKE
416,328,438,532,CO2/SMOKE
416,328,437,531,CO2/SMOKE
417,328,437,531,CO2/SMOKE
416,328,437,531,CO2/SMOKE
416,328,436,532,CO2/SMOKE
416,328,436,531,CO2/SMOKE
417,328,436,531,CO2/SMOKE
416,328,436,531,CO2/SMOKE
416,328,435,531,CO2/SMOKE
416,327,435,530,CO2/SMOKE
415,327,436,531,CO2/SMOKE
415,327,435,530,CO2/SMOKE
416,327,435,530,CO2/SMOKE
415,327,434,530,CO2/SMOKE
415,327,434,530,CO2/SMOKE
416,327,434,530,CO2/SMOKE
415,327,434,529,CO2/SMOKE
415,325,434,528,CO2/SMOKE
413,322,433,524,CO2/SMOKE
411,320,431,521,CO2/SMOKE
409,319,430,521,CO2/SMOKE
409,319,430,521,CO2/SMOKE
409,319,430,523,CO2/SMOKE
410,320,431,522,CO2/SMOKE
410,319,431,521,CO2/SMOKE
409,318,430,518,CO2/SMOKE
408,317,429,516,CO2/SMOKE
407,314,428,514,CO2/SMOKE
405,313,427,512,CO2/SMOKE
405,312,426,511,CO2/SMOKE
403,311,425,510,CO2/SMOKE
403,310,424,509,CO2/SMOKE
402,309,422,508,CO2/SMOKE
401,308,421,508,CO2/SMOKE
401,308,421,507,CO2/SMOKE
401,308,420,508,CO2/SMOKE
401,308,419,507,CO2/SMOKE
401,308,418,507,CO2/SMOKE
400,307,418,507,CO2/SMOKE
400,306,416,506,CO2/SMOKE
399,306,416,506,CO2/SMOKE
399,306,415,505,CO2/SMOKE
399,306,415,505,CO2/SMOKE
400,306,415,506,CO2/SMOKE
400,306,415,505,CO2/SMOKE
400,306,414,504,CO2/SMOKE
399,306,413,505,CO2/SMOKE
399,306,413,504,CO2/SMOKE
399,306,413,505,CO2/SMOKE
399,306,412,505,CO2/SMOKE
399,306,412,505,CO2/SMOKE
400,305,411,504,CO2/SMOKE
399,306,411,504,CO2/SMOKE
399,306,410,504,CO2/SMOKE
399,306,410,505,CO2/SMOKE
400,306,410,505,CO2/SMOKE
400,307,412,509,CO2/SMOKE
400,307,410,506,CO2/SMOKE
400,307,410,506,CO2/SMOKE
400,307,409,506,CO2/SMOKE
400,307,409,506,CO2/SMOKE
400,307,409,506,CO2/SMOKE
401,307,409,506,CO2/SMOKE
401,308,409,507,CO2/SMOKE
401,308,409,506,CO2/SMOKE
401,308,409,507,CO2/SMOKE
401,307,409,506,CO2/SMOKE
400,307,409,506,CO2/SMOKE
400,307,409,506,CO2/SMOKE
400,307,408,505,CO2/SMOKE
400,307,408,506,CO2/SMOKE
399,306,408,506,CO2/SMOKE
400,307,408,506,CO2/SMOKE
399,307,408,505,CO2/SMOKE
399,306,408,506,CO2/SMOKE
399,306,407,505,CO2/SMOKE
399,306,408,505,CO2/SMOKE
399,306,408,505,CO2/SMOKE
399,306,407,505,CO2/SMOKE
399,306,407,506,CO2/SMOKE
399,306,408,505,CO2/SMOKE
399,306,407,505,CO2/SMOKE
399,306,408,505,CO2/SMOKE
399,306,408,505,CO2/SMOKE
398,305,408,504,CO2/SMOKE
398,305,408,504,CO2/SMOKE
398,304,407,503,CO2/SMOKE
397,304,408,503,CO2/SMOKE
397,304,407,503,CO2/SMOKE
397,303,407,502,CO2/SMOKE
396,303,407,501,CO2/SMOKE
395,301,405,499,CO2/SMOKE
396,302,406,501,CO2/SMOKE
396,302,406,501,CO2/SMOKE
396,302,406,501,CO2/SMOKE
395,301,405,500,CO2/SMOKE
395,301,405,500,CO2/SMOKE
395,301,404,499,CO2/SMOKE
394,300,404,498,CO2/SMOKE
394,299,403,498,CO2/SMOKE
394,299,402,497,CO2/SMOKE
394,299,402,496,CO2/SMOKE
393,298,402,497,CO2/SMOKE
394,298,401,496,CO2/SMOKE
394,298,401,495,CO2/SMOKE
394,298,401,495,CO2/SMOKE
393,297,400,494,CO2/SMOKE
392,297,400,493,CO2/SMOKE
392,296,399,492,CO2/SMOKE
392,296,399,492,CO2/SMOKE
391,295,399,493,CO2/SMOKE
391,295,398,492,CO2/SMOKE
391,295,397,492,CO2/SMOKE
391,294,397,491,CO2/SMOKE
391,294,396,490,CO2/SMOKE
390,294,396,489,CO2/SMOKE
391,293,395,489,CO2/SMOKE
390,293,395,487,CO2/SMOKE
390,293,395,486,CO2/SMOKE
390,293,394,486,CO2/SMOKE
390,293,394,485,CO2/SMOKE
391,293,394,486,CO2/SMOKE
390,293,394,485,CO2/SMOKE
390,293,394,486,CO2/SMOKE
391,293,393,486,CO2/SMOKE
390,293,392,485,CO2/SMOKE
390,292,392,485,CO2/SMOKE
391,292,392,485,CO2/SMOKE
390,293,391,484,CO2/SMOKE
389,292,390,484,CO2/SMOKE
390,291,390,484,CO2/SMOKE
389,291,389,482,CO2/SMOKE
389,290,388,481,CO2/SMOKE
389,290,388,481,CO2/SMOKE
389,290,388,480,CO2/SMOKE
389,289,387,479,CO2/SMOKE
389,289,387,479,CO2/SMOKE
388,289,386,479,CO2/SMOKE
388,289,385,481,CO2/SMOKE
388,289,385,481,CO2/SMOKE
388,289,385,482,CO2/SMOKE
388,289,385,482,CO2/SMOKE
388,290,385,483,CO2/SMOKE
388,290,386,484,CO2/SMOKE
388,291,386,485,CO2/SMOKE
389,291,387,486,CO2/SMOKE
389,291,387,486,CO2/SMOKE
389,291,387,486,CO2/SMOKE
389,291,386,485,CO2/SMOKE
388,290,387,483,CO2/SMOKE
388,289,386,482,CO2/SMOKE
388,289,386,481,CO2/SMOKE
387,288,386,480,CO2/SMOKE
387,288,385,480,CO2/SMOKE
387,288,385,481,CO2/SMOKE
387,288,385,482,CO2/SMOKE
387,288,384,482,CO2/SMOKE
387,289,384,483,CO2/SMOKE
387,289,385,483,CO2/SMOKE
387,290,385,484,CO2/SMOKE
387,289,385,483,CO2/SMOKE
387,289,385,483,CO2/SMOKE
386,288,385,482,CO2/SMOKE
386,288,385,481,CO2/SMOKE
387,288,385,481,CO2/SMOKE
386,288,385,480,CO2/SMOKE
386,288,384,480,CO2/SMOKE
386,288,384,480,CO2/SMOKE
386,287,384,480,CO2/SMOKE
386,287,384,480,CO2/SMOKE
386,287,383,479,CO2/SMOKE
386,287,383,479,CO2/SMOKE
386,286,383,478,CO2/SMOKE
385,286,382,478,CO2/SMOKE
385,285,382,476,CO2/SMOKE
385,284,381,476,CO2/SMOKE
384,284,380,475,CO2/SMOKE
384,283,380,475,CO2/SMOKE
384,283,379,475,CO2/SMOKE
384,283,379,474,CO2/SMOKE
384,283,378,473,CO2/SMOKE
384,283,378,472,CO2/SMOKE
383,282,377,472,CO2/SMOKE
384,283,376,473,CO2/SMOKE
383,282,376,473,CO2/SMOKE
383,282,376,474,CO2/SMOKE
382,281,376,473,CO2/SMOKE
382,282,376,473,CO2/SMOKE
381,281,376,474,CO2/SMOKE
382,282,376,474,CO2/SMOKE
382,282,376,473,CO2/SMOKE
382,281,376,474,CO2/SMOKE
381,281,376,474,CO2/SMOKE
382,281,376,474,CO2/SMOKE
381,281,376,474,CO2/SMOKE
382,282,376,474,CO2/SMOKE
382,281,376,474,CO2/SMOKE
382,282,376,474,CO2/SMOKE
383,282,376,475,CO2/SMOKE
382,282,376,475,CO2/SMOKE
382,282,377,476,CO2/SMOKE
382,282,377,475,CO2/SMOKE
381,281,377,475,CO2/SMOKE
381,281,376,475,CO2/SMOKE
380,279,376,475,CO2/SMOKE
381,279,376,474,CO2/SMOKE
381,281,377,475,CO2/SMOKE
380,279,376,473,CO2/SMOKE
380,279,376,473,CO2/SMOKE
380,278,376,472,CO2/SMOKE
379,278,375,470,CO2/SMOKE
379,276,374,467,CO2/SMOKE
378,274,374,463,CO2/SMOKE
377,273,372,460,CO2/SMOKE
376,271,370,457,CO2/SMOKE
375,270,369,456,CO2/SMOKE
375,269,367,454,CO2/SMOKE
375,268,367,452,CO2/SMOKE
374,267,367,451,CO2/SMOKE
374,267,365,450,CO2/SMOKE
373,266,363,449,CO2/SMOKE
373,265,362,447,CO2/SMOKE
372,264,361,445,CO2/SMOKE
372,263,360,444,CO2/SMOKE
371,262,358,443,CO2/SMOKE
371,262,358,443,CO2/SMOKE
371,262,356,443,CO2/SMOKE
370,261,355,442,CO2/SMOKE
370,261,355,442,CO2/SMOKE
370,261,354,441,CO2/SMOKE
370,261,354,442,CO2/SMOKE
370,261,353,441,CO2/SMOKE
370,261,353,441,CO2/SMOKE
370,260,352,441,CO2/SMOKE
370,261,352,441,CO2/SMOKE
370,261,352,442,CO2/SMOKE
370,261,351,442,CO2/SMOKE
370,261,352,442,CO2/SMOKE
370,260,351,442,CO2/SMOKE
369,260,350,442,CO2/SMOKE
369,260,350,442,CO2/SMOKE
369,261,350,442,CO2/SMOKE
369,260,351,442,CO2/SMOKE
369,260,350,442,CO2/SMOKE
369,260,350,441,CO2/SMOKE
369,259,349,440,CO2/SMOKE
368,259,349,439,CO2/SMOKE
365,289,292,479,CO2/SMOKE
365,290,294,478,CO2/SMOKE
367,291,295,478,CO2/SMOKE
367,291,296,479,CO2/SMOKE
367,291,297,478,CO2/SMOKE
368,292,297,479,CO2/SMOKE
368,292,298,479,CO2/SMOKE
369,293,299,480,CO2/SMOKE
368,292,300,480,CO2/SMOKE
367,290,298,475,CO2/SMOKE
368,290,298,474,CO2/SMOKE
367,288,297,474,CO2/SMOKE
366,288,297,475,CO2/SMOKE
367,289,298,476,CO2/SMOKE
367,289,299,476,CO2/SMOKE
367,290,299,477,CO2/SMOKE
367,291,300,477,CO2/SMOKE
367,291,301,477,CO2/SMOKE
367,290,300,476,CO2/SMOKE
367,289,299,474,CO2/SMOKE
365,287,299,474,CO2/SMOKE
366,287,298,472,CO2/SMOKE
366,287,299,472,CO2/SMOKE
365,285,298,471,CO2/SMOKE
363,285,298,470,CO2/SMOKE
370,288,301,479,CO2/SMOKE
360,281,296,471,CO2/SMOKE
362,283,297,470,CO2/SMOKE
362,284,297,470,CO2/SMOKE
364,285,298,472,CO2/SMOKE
361,283,296,470,CO2/SMOKE
361,282,296,469,CO2/SMOKE
360,280,294,466,CO2/SMOKE
358,278,292,464,CO2/SMOKE
358,278,291,462,CO2/SMOKE
357,276,289,462,CO2/SMOKE
356,275,287,459,CO2/SMOKE
356,275,286,458,CO2/SMOKE
354,273,285,458,CO2/SMOKE
354,272,283,455,CO2/SMOKE
354,272,283,453,CO2/SMOKE
353,271,281,452,CO2/SMOKE
352,270,281,452,CO2/SMOKE
352,270,279,451,CO2/SMOKE
354,271,279,452,CO2/SMOKE
354,272,280,452,CO2/SMOKE
353,272,280,453,CO2/SMOKE
355,272,280,454,CO2/SMOKE
354,273,280,454,CO2/SMOKE
356,274,282,456,CO2/SMOKE
355,275,282,458,CO2/SMOKE
355,274,282,458,CO2/SMOKE
355,275,282,458,CO2/SMOKE
355,275,282,459,CO2/SMOKE
356,276,282,459,CO2/SMOKE
356,276,283,460,CO2/SMOKE
356,276,283,460,CO2/SMOKE
356,276,282,460,CO2/SMOKE
357,277,283,460,CO2/SMOKE
356,277,282,461,CO2/SMOKE
356,276,283,460,CO2/SMOKE
356,277,283,460,CO2/SMOKE
356,277,283,461,CO2/SMOKE
357,277,283,460,CO2/SMOKE
357,277,283,460,CO2/SMOKE
356,277,283,460,CO2/SMOKE
356,276,283,461,CO2/SMOKE
356,277,284,463,CO2/SMOKE
356,276,282,460,CO2/SMOKE
357,277,283,461,CO2/SMOKE
359,277,283,462,CO2/SMOKE
358,278,284,463,CO2/SMOKE
358,277,283,462,CO2/SMOKE
357,278,283,462,CO2/SMOKE
357,277,282,462,CO2/SMOKE
357,277,283,461,CO2/SMOKE
357,277,282,461,CO2/SMOKE
356,276,282,460,CO2/SMOKE
357,277,283,461,CO2/SMOKE
356,276,282,461,CO2/SMOKE
356,277,282,462,CO2/SMOKE
357,278,283,463,CO2/SMOKE
358,278,283,462,CO2/SMOKE
357,277,282,462,CO2/SMOKE
357,278,283,463,CO2/SMOKE
358,279,284,464,CO2/SMOKE
359,281,286,465,CO2/SMOKE
359,280,285,465,CO2/SMOKE
359,280,286,464,CO2/SMOKE
358,279,285,464,CO2/SMOKE
359,279,285,465,CO2/SMOKE
359,280,285,464,CO2/SMOKE
358,279,286,466,CO2/SMOKE
360,281,287,467,CO2/SMOKE
359,280,286,467,CO2/SMOKE
359,280,286,466,CO2/SMOKE
359,279,287,468,CO2/SMOKE
358,280,285,466,CO2/SMOKE
359,280,286,467,CO2/SMOKE
360,281,286,467,CO2/SMOKE
360,281,285,466,CO2/SMOKE
362,282,286,466,CO2/SMOKE
360,281,287,467,CO2/SMOKE
360,281,287,469,CO2/SMOKE
361,281,287,468,CO2/SMOKE
361,282,288,468,CO2/SMOKE
361,282,287,467,CO2/SMOKE
361,281,287,467,CO2/SMOKE
360,281,287,467,CO2/SMOKE
360,281,287,466,CO2/SMOKE
361,283,287,465,CO2/SMOKE
360,280,287,466,CO2/SMOKE
360,281,287,466,CO2/SMOKE
359,279,286,465,CO2/SMOKE
360,280,286,466,CO2/SMOKE
359,279,286,467,CO2/SMOKE
359,279,286,467,CO2/SMOKE
360,281,289,471,CO2/SMOKE
359,279,287,467,CO2/SMOKE
359,278,285,467,CO2/SMOKE
359,278,284,465,CO2/SMOKE
357,275,281,462,CO2/SMOKE
356,274,281,460,CO2/SMOKE
355,272,280,459,CO2/SMOKE
354,272,279,459,CO2/SMOKE
354,272,279,459,CO2/SMOKE
357,274,280,459,CO2/SMOKE
355,274,281,460,CO2/SMOKE
354,273,279,460,CO2/SMOKE
