Q1,Q2,Q3,Q4,Class
350,251,287,419,CO2/SMOKE
352,250,286,418,CO2/SMOKE
351,251,287,418,CO2/SMOKE
352,251,288,419,CO2/SMOKE
351,251,288,418,CO2/SMOKE
351,250,287,418,CO2/SMOKE
350,250,287,419,CO2/SMOKE
351,251,287,418,CO2/SMOKE
350,250,287,418,CO2/SMOKE
352,250,287,420,CO2/SMOKE
350,250,286,419,CO2/SMOKE
352,251,287,418,CO2/SMOKE
351,251,287,418,CO2/SMOKE
351,251,287,418,CO2/SMOKE
350,250,287,418,CO2/SMOKE
350,250,287,418,CO2/SMOKE
351,250,287,419,CO2/SMOKE
351,251,287,418,CO2/SMOKE
350,249,287,418,CO2/SMOKE
351,250,287,419,CO2/SMOKE
350,250,286,417,CO2/SMOKE
351,251,287,419,CO2/SMOKE
350,250,288,419,CO2/SMOKE
351,250,287,419,CO2/SMOKE
351,249,287,420,CO2/SMOKE
351,250,287,418,CO2/SMOKE
351,250,286,417,CO2/SMOKE
351,251,287,418,CO2/SMOKE
351,250,287,418,CO2/SMOKE
350,250,287,418,CO2/SMOKE
350,249,287,417,CO2/SMOKE
350,250,287,417,CO2/SMOKE
351,250,286,417,CO2/SMOKE
351,251,289,420,CO2/SMOKE
350,250,287,418,CO2/SMOKE
350,250,287,418,CO2/SMOKE
351,250,287,417,CO2/SMOKE
350,249,287,417,CO2/SMOKE
349,249,286,417,CO2/SMOKE
350,249,286,417,CO2/SMOKE
351,250,286,416,CO2/SMOKE
351,251,287,418,CO2/SMOKE
350,249,287,417,CO2/SMOKE
350,250,287,418,CO2/SMOKE
349,249,286,417,CO2/SMOKE
349,249,286,418,CO2/SMOKE
351,251,287,420,CO2/SMOKE
352,251,287,417,CO2/SMOKE
351,250,287,417,CO2/SMOKE
351,250,288,418,CO2/SMOKE
350,249,287,417,CO2/SMOKE
349,249,287,417,CO2/SMOKE
350,249,286,418,CO2/SMOKE
350,249,287,417,CO2/SMOKE
350,250,286,417,CO2/SMOKE
350,250,288,418,CO2/SMOKE
350,248,287,418,CO2/SMOKE
349,248,286,417,CO2/SMOKE
351,249,286,417,CO2/SMOKE
351,250,287,416,CO2/SMOKE
350,249,287,416,CO2/SMOKE
350,249,287,417,CO2/SMOKE
349,248,286,416,CO2/SMOKE
348,248,286,416,CO2/SMOKE
350,249,286,416,CO2/SMOKE
350,249,287,417,CO2/SMOKE
350,249,287,417,CO2/SMOKE
349,248,286,417,CO2/SMOKE
349,248,286,416,CO2/SMOKE
349,248,286,417,CO2/SMOKE
350,249,286,418,CO2/SMOKE
351,250,286,417,CO2/SMOKE
350,249,286,417,CO2/SMOKE
352,250,287,418,CO2/SMOKE
350,249,286,417,CO2/SMOKE
349,248,286,417,CO2/SMOKE
350,248,285,417,CO2/SMOKE
350,249,286,416,CO2/SMOKE
350,249,287,417,CO2/SMOKE
350,250,288,418,CO2/SMOKE
349,248,285,416,CO2/SMOKE
349,248,286,417,CO2/SMOKE
350,248,285,417,CO2/SMOKE
349,249,286,416,CO2/SMOKE
349,249,286,416,CO2/SMOKE
350,249,287,417,CO2/SMOKE
349,248,285,416,CO2/SMOKE
349,248,286,417,CO2/SMOKE
349,248,286,416,CO2/SMOKE
349,248,286,417,CO2/SMOKE
349,248,285,416,CO2/SMOKE
349,249,285,416,CO2/SMOKE
350,248,286,416,CO2/SMOKE
348,248,286,416,CO2/SMOKE
348,249,286,418,CO2/SMOKE
349,248,286,417,CO2/SMOKE
348,248,285,416,CO2/SMOKE
349,248,286,417,CO2/SMOKE
349,248,285,415,CO2/SMOKE
349,248,285,416,CO2/SMOKE
348,248,286,416,CO2/SMOKE
349,248,286,416,CO2/SMOKE
348,247,285,416,CO2/SMOKE
349,248,285,415,CO2/SMOKE
348,247,284,415,CO2/SMOKE
349,248,285,415,CO2/SMOKE
350,249,287,416,CO2/SMOKE
349,249,286,416,CO2/SMOKE
348,247,285,416,CO2/SMOKE
348,247,285,415,CO2/SMOKE
349,248,285,415,CO2/SMOKE
349,247,284,415,CO2/SMOKE
349,248,285,415,CO2/SMOKE
349,249,285,415,CO2/SMOKE
349,248,286,416,CO2/SMOKE
350,248,285,416,CO2/SMOKE
348,248,285,416,CO2/SMOKE
348,247,285,416,CO2/SMOKE
348,248,285,417,CO2/SMOKE
349,248,284,417,CO2/SMOKE
349,248,285,416,CO2/SMOKE
349,249,285,416,CO2/SMOKE
349,248,286,416,CO2/SMOKE
348,247,285,416,CO2/SMOKE
348,247,285,417,CO2/SMOKE
349,247,285,416,CO2/SMOKE
349,248,285,416,CO2/SMOKE
349,248,285,416,CO2/SMOKE
349,248,286,416,CO2/SMOKE
348,247,284,416,CO2/SMOKE
348,247,284,416,CO2/SMOKE
348,247,284,416,CO2/SMOKE
349,248,285,415,CO2/SMOKE
349,248,286,416,CO2/SMOKE
348,247,285,415,CO2/SMOKE
347,246,284,415,CO2/SMOKE
348,247,284,415,CO2/SMOKE
349,247,284,415,CO2/SMOKE
348,247,284,414,CO2/SMOKE
348,247,285,415,CO2/SMOKE
348,247,284,415,CO2/SMOKE
346,246,283,415,CO2/SMOKE
347,246,283,415,CO2/SMOKE
348,247,284,415,CO2/SMOKE
348,246,284,415,CO2/SMOKE
350,247,284,416,CO2/SMOKE
349,247,284,414,CO2/SMOKE
348,247,285,416,CO2/SMOKE
349,247,286,415,CO2/SMOKE
347,247,284,415,CO2/SMOKE
347,246,284,414,CO2/SMOKE
348,246,283,414,CO2/SMOKE
348,247,284,414,CO2/SMOKE
349,247,284,414,CO2/SMOKE
348,247,284,414,CO2/SMOKE
348,247,284,415,CO2/SMOKE
347,247,284,416,CO2/SMOKE
348,247,284,416,CO2/SMOKE
347,247,284,416,CO2/SMOKE
347,247,284,415,CO2/SMOKE
349,247,284,416,CO2/SMOKE
350,249,284,415,CO2/SMOKE
348,247,285,416,CO2/SMOKE
348,247,284,416,CO2/SMOKE
348,246,284,415,CO2/SMOKE
346,246,283,414,CO2/SMOKE
348,247,283,415,CO2/SMOKE
349,248,283,416,CO2/SMOKE
349,249,286,416,CO2/SMOKE
348,247,284,417,CO2/SMOKE
350,248,284,419,CO2/SMOKE
347,246,284,415,CO2/SMOKE
347,246,283,415,CO2/SMOKE
348,248,285,416,CO2/SMOKE
349,247,284,416,CO2/SMOKE
349,248,285,415,CO2/SMOKE
348,247,284,415,CO2/SMOKE
348,247,284,416,CO2/SMOKE
347,246,284,416,CO2/SMOKE
348,247,283,415,CO2/SMOKE
347,246,283,415,CO2/SMOKE
348,247,283,415,CO2/SMOKE
348,247,284,415,CO2/SMOKE
348,246,285,417,CO2/SMOKE
347,247,284,416,CO2/SMOKE
348,247,284,416,CO2/SMOKE
347,247,283,415,CO2/SMOKE
348,246,284,415,CO2/SMOKE
347,247,284,415,CO2/SMOKE
348,247,284,416,CO2/SMOKE
347,247,284,416,CO2/SMOKE
347,248,284,417,CO2/SMOKE
348,247,284,416,CO2/SMOKE
348,247,284,416,CO2/SMOKE
348,246,284,415,CO2/SMOKE
348,247,284,415,CO2/SMOKE
348,247,284,415,CO2/SMOKE
348,248,285,416,CO2/SMOKE
347,246,284,415,CO2/SMOKE
347,246,284,415,CO2/SMOKE
347,246,283,415,CO2/SMOKE
348,246,283,415,CO2/SMOKE
347,247,283,414,CO2/SMOKE
348,247,283,415,CO2/SMOKE
348,247,283,417,CO2/SMOKE
348,247,284,416,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,246,283,415,CO2/SMOKE
348,246,283,414,CO2/SMOKE
348,247,283,414,CO2/SMOKE
349,247,283,414,CO2/SMOKE
347,247,283,415,CO2/SMOKE
348,247,284,416,CO2/SMOKE
347,247,283,416,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,247,283,416,CO2/SMOKE
348,247,284,415,CO2/SMOKE
347,246,282,415,CO2/SMOKE
348,246,283,415,CO2/SMOKE
348,246,283,414,CO2/SMOKE
348,247,283,414,CO2/SMOKE
349,247,283,414,CO2/SMOKE
347,246,284,415,CO2/SMOKE
348,246,284,416,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,245,283,414,CO2/SMOKE
347,246,283,414,CO2/SMOKE
347,247,283,414,CO2/SMOKE
348,246,283,416,CO2/SMOKE
349,247,283,415,CO2/SMOKE
348,247,284,415,CO2/SMOKE
347,247,284,416,CO2/SMOKE
347,246,284,416,CO2/SMOKE
347,246,282,414,CO2/SMOKE
347,246,283,414,CO2/SMOKE
347,245,282,414,CO2/SMOKE
348,246,282,414,CO2/SMOKE
346,245,282,414,CO2/SMOKE
347,246,283,414,CO2/SMOKE
348,246,283,415,CO2/SMOKE
348,247,283,415,CO2/SMOKE
347,246,284,415,CO2/SMOKE
348,246,284,415,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,246,282,415,CO2/SMOKE
346,245,282,414,CO2/SMOKE
348,246,284,414,CO2/SMOKE
348,246,282,414,CO2/SMOKE
348,246,283,414,CO2/SMOKE
347,246,284,416,CO2/SMOKE
347,246,284,417,CO2/SMOKE
347,246,283,416,CO2/SMOKE
348,246,283,415,CO2/SMOKE
347,245,282,414,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,246,283,415,CO2/SMOKE
348,246,283,415,CO2/SMOKE
348,246,284,415,CO2/SMOKE
347,246,283,414,CO2/SMOKE
348,246,283,415,CO2/SMOKE
347,246,283,417,CO2/SMOKE
346,245,283,415,CO2/SMOKE
348,247,284,417,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,245,283,414,CO2/SMOKE
348,246,283,415,CO2/SMOKE
347,246,282,415,CO2/SMOKE
348,247,283,415,CO2/SMOKE
348,247,283,416,CO2/SMOKE
347,247,284,416,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,246,282,415,CO2/SMOKE
347,246,282,415,CO2/SMOKE
348,247,284,416,CO2/SMOKE
348,248,284,417,CO2/SMOKE
348,247,284,416,CO2/SMOKE
349,247,284,416,CO2/SMOKE
347,247,283,417,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,246,282,416,CO2/SMOKE
348,248,284,417,CO2/SMOKE
347,246,282,416,CO2/SMOKE
348,247,283,416,CO2/SMOKE
347,247,283,416,CO2/SMOKE
348,247,283,416,CO2/SMOKE
348,247,283,416,CO2/SMOKE
349,247,284,416,CO2/SMOKE
347,247,283,415,CO2/SMOKE
347,247,284,416,CO2/SMOKE
346,245,283,415,CO2/SMOKE
346,245,283,415,CO2/SMOKE
347,246,283,416,CO2/SMOKE
348,246,284,416,CO2/SMOKE
347,246,283,415,CO2/SMOKE
348,246,283,416,CO2/SMOKE
347,245,282,415,CO2/SMOKE
348,247,283,415,CO2/SMOKE
347,247,283,416,CO2/SMOKE
348,248,284,416,CO2/SMOKE
348,248,285,417,CO2/SMOKE
348,247,284,416,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,246,283,417,CO2/SMOKE
346,246,283,416,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,246,282,416,CO2/SMOKE
348,246,282,415,CO2/SMOKE
347,246,283,416,CO2/SMOKE
348,247,283,416,CO2/SMOKE
347,247,284,416,CO2/SMOKE
346,245,283,416,CO2/SMOKE
347,246,284,417,CO2/SMOKE
346,245,282,415,CO2/SMOKE
347,246,282,415,CO2/SMOKE
348,246,283,416,CO2/SMOKE
348,246,283,415,CO2/SMOKE
347,245,282,415,CO2/SMOKE
348,246,283,415,CO2/SMOKE
348,246,283,416,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,247,283,416,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,245,283,417,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,246,283,416,CO2/SMOKE
348,246,283,417,CO2/SMOKE
348,247,283,416,CO2/SMOKE
348,247,283,416,CO2/SMOKE
348,246,283,416,CO2/SMOKE
347,247,283,416,CO2/SMOKE
346,246,283,415,CO2/SMOKE
347,246,284,417,CO2/SMOKE
346,246,283,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,283,416,CO2/SMOKE
348,246,283,416,CO2/SMOKE
347,247,283,415,CO2/SMOKE
347,247,283,417,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,245,283,416,CO2/SMOKE
347,245,283,416,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,245,282,416,CO2/SMOKE
349,247,283,415,CO2/SMOKE
348,247,283,417,CO2/SMOKE
348,247,283,417,CO2/SMOKE
348,247,284,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,282,416,CO2/SMOKE
346,246,282,416,CO2/SMOKE
347,246,282,417,CO2/SMOKE
347,246,282,417,CO2/SMOKE
347,247,283,417,CO2/SMOKE
347,247,284,418,CO2/SMOKE
348,247,284,419,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,247,284,418,CO2/SMOKE
347,247,283,417,CO2/SMOKE
348,247,283,418,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
348,246,283,417,CO2/SMOKE
348,247,283,417,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,246,284,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
348,247,284,418,CO2/SMOKE
347,246,283,418,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
349,247,283,416,CO2/SMOKE
348,247,283,417,CO2/SMOKE
347,247,284,417,CO2/SMOKE
347,246,283,417,CO2/SMOKE
346,245,282,416,CO2/SMOKE
347,247,283,416,CO2/SMOKE
348,247,283,416,CO2/SMOKE
348,247,283,416,CO2/SMOKE
349,247,284,416,CO2/SMOKE
347,247,283,415,CO2/SMOKE
347,247,284,416,CO2/SMOKE
346,245,283,415,CO2/SMOKE
346,245,283,415,CO2/SMOKE
347,246,283,416,CO2/SMOKE
348,246,284,416,CO2/SMOKE
347,246,283,415,CO2/SMOKE
348,246,283,416,CO2/SMOKE
347,245,282,415,CO2/SMOKE
348,247,283,415,CO2/SMOKE
347,247,283,416,CO2/SMOKE
348,248,284,416,CO2/SMOKE
348,248,285,417,CO2/SMOKE
348,247,284,416,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,246,283,417,CO2/SMOKE
346,246,283,416,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,246,283,415,CO2/SMOKE
347,246,282,416,CO2/SMOKE
348,246,282,415,CO2/SMOKE
347,246,283,416,CO2/SMOKE
348,247,283,416,CO2/SMOKE
347,247,284,416,CO2/SMOKE
346,245,283,416,CO2/SMOKE
347,246,284,417,CO2/SMOKE
346,245,282,415,CO2/SMOKE
347,246,282,415,CO2/SMOKE
348,246,283,416,CO2/SMOKE
348,246,283,415,CO2/SMOKE
347,245,282,415,CO2/SMOKE
348,246,283,415,CO2/SMOKE
348,246,283,416,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,247,283,416,CO2/SMOKE
347,246,283,417,CO2/SMOKE
347,245,283,417,CO2/SMOKE
347,246,283,416,CO2/SMOKE
347,246,283,416,CO2/SMOKE
348,246,283,417,CO2/SMOKE
348,247,283,416,CO2/SMOKE
348,247,283,416,CO2/SMOKE
348,246,283,416,CO2/SMOKE
347,247,283,416,CO2/SMOKE
346,246,283,415,CO2/SMOKE
347,246,284,417,CO2/SMOKE
346,246,283,417,CO2/SMOKE
362,272,305,488,CO2/SMOKE
362,272,306,488,CO2/SMOKE
362,271,305,487,CO2/SMOKE
362,272,306,488,CO2/SMOKE
363,272,305,487,CO2/SMOKE
364,273,306,489,CO2/SMOKE
362,273,306,489,CO2/SMOKE
362,272,306,488,CO2/SMOKE
363,273,307,489,CO2/SMOKE
363,272,306,488,CO2/SMOKE
362,272,305,488,CO2/SMOKE
362,271,306,487,CO2/SMOKE
361,270,305,487,CO2/SMOKE
362,271,305,486,CO2/SMOKE
361,271,305,486,CO2/SMOKE
363,271,305,486,CO2/SMOKE
360,270,305,485,CO2/SMOKE
361,270,305,486,CO2/SMOKE
360,270,305,486,CO2/SMOKE
360,270,305,486,CO2/SMOKE
361,271,304,485,CO2/SMOKE
360,270,304,485,CO2/SMOKE
360,269,304,485,CO2/SMOKE
360,269,304,484,CO2/SMOKE
360,269,303,483,CO2/SMOKE
360,270,304,485,CO2/SMOKE
360,270,303,485,CO2/SMOKE
362,271,304,484,CO2/SMOKE
360,270,303,483,CO2/SMOKE
361,270,304,485,CO2/SMOKE
359,270,303,484,CO2/SMOKE
359,269,304,485,CO2/SMOKE
360,270,304,486,CO2/SMOKE
359,269,303,485,CO2/SMOKE
359,269,303,484,CO2/SMOKE
359,269,303,483,CO2/SMOKE
359,269,302,483,CO2/SMOKE
359,269,303,484,CO2/SMOKE
359,269,302,483,CO2/SMOKE
359,269,302,482,CO2/SMOKE
360,269,302,483,CO2/SMOKE
359,268,302,482,CO2/SMOKE
358,268,302,482,CO2/SMOKE
359,268,303,484,CO2/SMOKE
359,269,302,483,CO2/SMOKE
360,268,303,482,CO2/SMOKE
358,267,302,480,CO2/SMOKE
359,267,303,480,CO2/SMOKE
357,266,301,479,CO2/SMOKE
357,266,301,480,CO2/SMOKE
357,266,301,479,CO2/SMOKE
358,266,301,480,CO2/SMOKE
356,265,302,480,CO2/SMOKE
356,264,302,478,CO2/SMOKE
355,263,300,477,CO2/SMOKE
354,263,299,477,CO2/SMOKE
355,264,300,477,CO2/SMOKE
355,263,300,476,CO2/SMOKE
355,263,300,476,CO2/SMOKE
355,263,299,475,CO2/SMOKE
353,262,299,475,CO2/SMOKE
355,264,300,475,CO2/SMOKE
355,263,299,476,CO2/SMOKE
354,263,300,477,CO2/SMOKE
354,262,299,476,CO2/SMOKE
355,263,299,476,CO2/SMOKE
353,263,298,476,CO2/SMOKE
354,263,300,478,CO2/SMOKE
354,263,299,477,CO2/SMOKE
355,264,299,477,CO2/SMOKE
355,263,298,476,CO2/SMOKE
355,263,299,476,CO2/SMOKE
354,262,298,475,CO2/SMOKE
354,262,298,474,CO2/SMOKE
352,260,297,472,CO2/SMOKE
351,258,297,470,CO2/SMOKE
351,257,296,469,CO2/SMOKE
351,257,296,471,CO2/SMOKE
349,255,295,467,CO2/SMOKE
347,254,295,466,CO2/SMOKE
347,254,294,465,CO2/SMOKE
347,252,293,463,CO2/SMOKE
346,251,292,461,CO2/SMOKE
346,251,291,460,CO2/SMOKE
346,251,290,459,CO2/SMOKE
344,250,289,458,CO2/SMOKE
343,248,288,457,CO2/SMOKE
342,247,287,455,CO2/SMOKE
342,247,287,453,CO2/SMOKE
342,247,286,455,CO2/SMOKE
341,246,285,453,CO2/SMOKE
341,247,285,454,CO2/SMOKE
342,247,285,455,CO2/SMOKE
342,248,285,454,CO2/SMOKE
342,246,285,454,CO2/SMOKE
341,246,285,453,CO2/SMOKE
339,244,282,448,CO2/SMOKE
337,241,281,447,CO2/SMOKE
336,242,280,448,CO2/SMOKE
337,243,282,450,CO2/SMOKE
337,244,282,450,CO2/SMOKE
338,243,282,448,CO2/SMOKE
336,240,280,446,CO2/SMOKE
333,274,383,489,ALCHOOL
331,266,369,484,ALCHOOL
331,262,364,478,ALCHOOL
331,260,359,473,ALCHOOL
331,256,351,467,ALCHOOL
329,253,345,463,ALCHOOL
330,257,354,461,ALCHOOL
330,261,357,460,ALCHOOL
330,260,357,461,ALCHOOL
329,257,350,463,ALCHOOL
330,256,342,465,ALCHOOL
336,280,366,468,ALCHOOL
341,313,409,483,ALCHOOL
341,313,404,524,ALCHOOL
338,293,379,534,ALCHOOL
336,279,365,519,ALCHOOL
334,271,356,509,ALCHOOL
334,266,348,500,ALCHOOL
334,262,343,489,ALCHOOL
334,260,340,479,ALCHOOL
334,265,349,473,ALCHOOL
336,285,371,483,ALCHOOL
336,282,362,490,ALCHOOL
337,279,354,489,ALCHOOL
336,274,349,483,ALCHOOL
336,273,358,483,ALCHOOL
336,271,354,481,ALCHOOL
334,267,351,477,ALCHOOL
334,265,349,477,ALCHOOL
333,260,337,474,ALCHOOL
332,256,331,466,ALCHOOL
329,251,325,461,ALCHOOL
329,248,321,455,ALCHOOL
328,247,318,451,ALCHOOL
328,247,315,448,ALCHOOL
328,246,313,447,ALCHOOL
328,246,312,446,ALCHOOL
327,245,311,443,ALCHOOL
328,250,319,443,ALCHOOL
331,267,347,446,ALCHOOL
329,273,361,452,ALCHOOL
331,276,369,460,ALCHOOL
335,287,386,470,ALCHOOL
337,312,416,482,ALCHOOL
342,341,448,506,ALCHOOL
342,342,462,527,ALCHOOL
340,327,458,542,ALCHOOL
339,319,453,553,ALCHOOL
339,322,460,559,ALCHOOL
339,324,467,565,ALCHOOL
338,331,479,571,ALCHOOL
338,325,479,574,ALCHOOL
337,312,468,573,ALCHOOL
340,321,475,573,ALCHOOL
340,345,495,579,ALCHOOL
343,360,511,587,ALCHOOL
343,363,519,597,ALCHOOL
343,362,524,603,ALCHOOL
342,361,526,610,ALCHOOL
344,359,527,615,ALCHOOL
346,369,535,620,ALCHOOL
346,367,536,622,ALCHOOL
348,375,545,626,ALCHOOL
351,390,555,631,ALCHOOL
349,390,558,639,ALCHOOL
351,390,560,646,ALCHOOL
352,386,560,650,ALCHOOL
351,385,562,651,ALCHOOL
350,381,561,653,ALCHOOL
350,378,559,653,ALCHOOL
353,386,563,653,ALCHOOL
351,376,560,652,ALCHOOL
347,362,554,650,ALCHOOL
346,354,548,644,ALCHOOL
345,346,541,637,ALCHOOL
344,348,541,632,ALCHOOL
346,358,548,628,ALCHOOL
347,368,555,627,ALCHOOL
348,371,557,625,ALCHOOL
347,366,556,624,ALCHOOL
348,364,555,623,ALCHOOL
343,361,554,623,ALCHOOL
348,377,567,627,ALCHOOL
349,381,568,627,ALCHOOL
351,383,568,632,ALCHOOL
352,382,566,634,ALCHOOL
353,384,569,637,ALCHOOL
351,380,568,640,ALCHOOL
349,383,572,642,ALCHOOL
351,384,575,640,ALCHOOL
352,385,577,640,ALCHOOL
356,389,579,641,ALCHOOL
351,375,571,641,ALCHOOL
352,375,568,640,ALCHOOL
357,399,581,645,ALCHOOL
359,407,588,645,ALCHOOL
360,411,596,646,ALCHOOL
359,414,604,653,ALCHOOL
357,413,607,654,ALCHOOL
354,396,599,653,ALCHOOL
353,384,592,651,ALCHOOL
351,376,586,648,ALCHOOL
349,360,573,642,ALCHOOL
346,346,561,635,ALCHOOL
348,354,562,631,ALCHOOL
352,379,572,629,ALCHOOL
353,380,574,629,ALCHOOL
352,370,570,626,ALCHOOL
350,362,565,621,ALCHOOL
349,352,557,616,ALCHOOL
346,341,547,608,ALCHOOL
345,339,543,601,ALCHOOL
346,341,543,598,ALCHOOL
345,341,541,595,ALCHOOL
346,343,539,593,ALCHOOL
347,346,541,592,ALCHOOL
347,346,540,592,ALCHOOL
346,346,537,590,ALCHOOL
348,349,539,591,ALCHOOL
348,346,536,591,ALCHOOL
347,342,533,588,ALCHOOL
347,340,530,588,ALCHOOL
347,352,540,587,ALCHOOL
352,374,556,592,ALCHOOL
353,375,561,596,ALCHOOL
352,379,567,601,ALCHOOL
352,379,570,604,ALCHOOL
353,382,574,609,ALCHOOL
353,379,576,611,ALCHOOL
350,363,565,612,ALCHOOL
348,355,558,612,ALCHOOL
348,354,556,611,ALCHOOL
349,363,561,612,ALCHOOL
351,379,568,616,ALCHOOL
353,383,572,621,ALCHOOL
354,382,574,624,ALCHOOL
353,379,571,625,ALCHOOL
353,374,569,625,ALCHOOL
352,372,568,623,ALCHOOL
353,372,569,622,ALCHOOL
355,385,574,626,ALCHOOL
361,399,580,633,ALCHOOL
362,413,592,641,ALCHOOL
363,418,599,647,ALCHOOL
363,419,605,653,ALCHOOL
364,420,608,657,ALCHOOL
364,418,608,662,ALCHOOL
363,417,612,665,ALCHOOL
361,411,612,665,ALCHOOL
360,403,607,664,ALCHOOL
359,391,597,660,ALCHOOL
359,393,594,658,ALCHOOL
360,396,596,658,ALCHOOL
359,395,597,655,ALCHOOL
361,395,593,655,ALCHOOL
364,402,595,655,ALCHOOL
363,409,606,653,ALCHOOL
364,410,608,652,ALCHOOL
362,403,601,661,ALCHOOL
365,406,600,666,ALCHOOL
364,401,597,661,ALCHOOL
362,397,599,657,ALCHOOL
361,395,600,654,ALCHOOL
362,395,598,652,ALCHOOL
359,387,592,649,ALCHOOL
358,380,588,647,ALCHOOL
358,378,584,642,ALCHOOL
359,384,587,640,ALCHOOL
360,387,590,636,ALCHOOL
360,388,591,634,ALCHOOL
357,378,583,632,ALCHOOL
357,373,579,629,ALCHOOL
359,386,586,628,ALCHOOL
363,402,598,630,ALCHOOL
362,402,602,633,ALCHOOL
360,398,600,635,ALCHOOL
362,401,601,638,ALCHOOL
361,395,597,640,ALCHOOL
358,381,588,641,ALCHOOL
357,372,580,639,ALCHOOL
851,810,1017,955,EXHAUST_GAS
876,835,1023,968,EXHAUST_GAS
783,743,1010,934,EXHAUST_GAS
701,622,941,842,EXHAUST_GAS
636,535,880,768,EXHAUST_GAS
589,480,830,726,EXHAUST_GAS
745,739,923,918,EXHAUST_GAS
904,870,1023,983,EXHAUST_GAS
891,841,1023,970,EXHAUST_GAS
795,717,998,895,EXHAUST_GAS
727,631,935,834,EXHAUST_GAS
661,559,878,787,EXHAUST_GAS
661,588,843,808,EXHAUST_GAS
721,662,869,848,EXHAUST_GAS
686,612,851,817,EXHAUST_GAS
765,765,955,924,EXHAUST_GAS
805,759,972,921,EXHAUST_GAS
796,738,956,909,EXHAUST_GAS
865,840,1015,971,EXHAUST_GAS
840,787,1019,945,EXHAUST_GAS
785,732,982,920,EXHAUST_GAS
772,715,959,899,EXHAUST_GAS
761,693,939,877,EXHAUST_GAS
705,614,876,819,EXHAUST_GAS
666,574,829,792,EXHAUST_GAS
641,558,798,762,EXHAUST_GAS
652,575,788,780,EXHAUST_GAS
713,643,824,825,EXHAUST_GAS
758,700,889,870,EXHAUST_GAS
752,688,909,862,EXHAUST_GAS
742,682,910,867,EXHAUST_GAS
798,738,916,902,EXHAUST_GAS
859,814,1010,953,EXHAUST_GAS
883,840,1023,967,EXHAUST_GAS
898,851,1023,975,EXHAUST_GAS
911,868,1023,984,EXHAUST_GAS
827,741,1013,903,EXHAUST_GAS
744,645,951,839,EXHAUST_GAS
702,610,902,811,EXHAUST_GAS
716,647,890,838,EXHAUST_GAS
710,641,875,834,EXHAUST_GAS
695,618,845,813,EXHAUST_GAS
712,640,843,827,EXHAUST_GAS
710,636,851,820,EXHAUST_GAS
656,563,796,761,EXHAUST_GAS
675,606,793,806,EXHAUST_GAS
690,626,806,823,EXHAUST_GAS
697,628,805,820,EXHAUST_GAS
712,655,825,842,EXHAUST_GAS
708,641,813,831,EXHAUST_GAS
675,597,784,802,EXHAUST_GAS
657,599,794,812,EXHAUST_GAS
686,642,810,836,EXHAUST_GAS
705,650,813,847,EXHAUST_GAS
718,658,817,848,EXHAUST_GAS
738,688,844,870,EXHAUST_GAS
767,736,892,897,EXHAUST_GAS
801,754,935,913,EXHAUST_GAS
813,763,954,920,EXHAUST_GAS
859,811,1013,951,EXHAUST_GAS
802,757,989,931,EXHAUST_GAS
697,591,894,822,EXHAUST_GAS
706,630,874,837,EXHAUST_GAS
749,684,888,866,EXHAUST_GAS
673,572,809,787,EXHAUST_GAS
704,640,811,826,EXHAUST_GAS
768,730,881,901,EXHAUST_GAS
668,556,795,785,EXHAUST_GAS
585,452,711,698,EXHAUST_GAS
549,421,671,670,EXHAUST_GAS
531,408,646,655,EXHAUST_GAS
506,384,617,632,EXHAUST_GAS
494,387,600,628,EXHAUST_GAS
497,397,591,630,EXHAUST_GAS
